,banco,fecha,texto,src,rt,fav,country,type,place,desde,sigue_a,lo_siguen
475,banorte,2020-10-17 05:11:39,Nirvash_osiris Awoo_Mary22 buenmeme ImagenTVMex Banorte_mx Pues aprox 5mil pesos,Twitter for Android,0,0,,,,2009-07-12 02:23:30,748,626
476,banorte,2020-10-17 04:55:36,"Nirvash_osiris Awoo_Mary22 buenmeme ImagenTVMex Banorte_mx Se los di y pues F, accedieron a mi cuenta y bajaron todo el dinero de mi TCD, y ahora BanorteEscucha me los esta cobrando obvio, y yo de...",Twitter for Android,0,0,,,,2009-07-12 02:23:30,748,626
477,banorte,2020-10-17 04:53:54,"Nirvash_osiris Awoo_Mary22 buenmeme ImagenTVMex Banorte_mx Te llaman del supuesto número del Banco o por lo menos así identifico mi celular la llamada, me hablaron diciendo que tenia un cargo no reconocido y que tenia que dar unos datos de mi app para bloquear la tarjeta, vamos me pidieron acceso a mi cuenta de la app",Twitter for Android,0,0,,,,2009-07-12 02:23:30,748,626
478,banorte,2020-10-17 04:48:10,"gracias a Awoo_Mary22 y buenmeme por el aviso de que salí en la tv. Solo confirmo que caí en un fraude del que menciona en el noticiero de ImagenTVMex, me toco aprender por la mala xd igual los de Banorte_mx nunca me resolvieron  (salí en la tv mamá xd) https://t.co/6Ybc3H75B7",Twitter Web App,0,2,,,,2009-07-12 02:23:30,748,626
479,banorte,2020-10-17 04:33:25,IvSalazar_97 Hacer un depósito al Bañorte ❤️,Twitter for Android,0,0,,,,2012-03-26 02:23:33,315,313
480,banorte,2020-10-17 04:22:59,"Tengo los ojos hinchados, pinche dia culero, pinche Banorte y pinche gente fraude.",Twitter for iPhone,0,1,,,,2017-02-16 15:09:19,497,154
482,banorte,2020-10-17 04:05:06,"Hoy  vaciaron mis tarjeta de Banorte_mx Me llamaron desde el número de atención a clientes del banco 5551405600. Eso en principio no me hizo dudar, espero una respuesta de parte del banco. Adjunto fotos donde no soy la única y es un método nuevo de extorsión. profeco Fraude https://t.co/eqxAdOsCdE",Twitter for iPhone,2,0,,,,2010-01-22 03:14:30,178,34
483,banorte,2020-10-17 04:04:09,"techsantos ojo que muchas apps, incluyendo Banorte, HSBC están poniéndose compatibles con Wallet. No tarda en estar disponible. 🔥 https://t.co/IszZhD8une",Twitter for iPhone,0,0,,,,2016-06-05 22:39:56,512,81
484,banorte,2020-10-17 04:02:11,"CiroGomezL Buenas noches Ciro también yo fui víctima de fraude por supuestos empleados de banorte, recibí llamada de Banortel, me llamaron para dar solución a dos problemas que había reportado a banorte un mes atrás. No tuve respuesta de la UNE y la conducef no hace nada.",Twitter for iPhone,1,0,,,,2010-01-22 03:14:30,178,34
485,banorte,2020-10-17 03:58:16,CiroGomezL AsocBancosMx Banorte es de las que más problemas da.,Tweetbot for iΟS,0,2,,,,2009-08-14 15:21:31,1186,187
486,banorte,2020-10-17 03:49:09,"CiroGomezL hola Ciro! Justo nos pusieron como ejemplo del fraude de Banorte_mx... Insisto en que hay gente interna que está viendo estos abusos, nos dieron respuesta negativa pero obvio vamos a seguir, necesitamos apoyo por favor... Me puedes asesorar?",Twitter for Android,0,0,,,,2010-08-11 21:35:55,1007,267
487,banorte,2020-10-17 03:47:17,"ImagenTVMex estoy viendo su noticiario, yo publiqué mi experiencia hace unos días. A mi no me ha llegado la publicidad que dice Banorte_mx, favor de reforzar protocolos de seguridad a los usuarios. Yo no caí en el fraude pero hay otras personas que si lo están haciendo.",Twitter for iPhone,0,0,,,,2019-03-30 21:00:02,170,21
488,banorte,2020-10-17 03:44:55,"BanorteEscucha  estoy recibiendo llamadas del numero 5551405600 diciendo que tengo un cargo sospechoso, saben mi nombre y dicen ser de banorte, me dicen que me tienen que transferir a otro número para cancelar, su numero coincide con el suyo, ustedes hacen esas llamadas?",Twitter for Android,0,0,,,,2017-07-04 22:59:06,97,11
489,banorte,2020-10-17 02:36:56,"Gat_Oz Gat_Oz Hola, buenas noches.  Si hay algo en lo que te podamos asistir nos puedes contactar por MD y con gusto lo revisamos, quedamos a tus órdenes, gracias por el contacto. AQ",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
490,banorte,2020-10-17 02:36:51,"HuaweiMobileMx Arrepentido de haber comprado está basura ninguna de sus aplicaciones se pueden usar Netflix, Spotify, Twitter, bueno ya las básicas de bancos como Banorte, banco Azteca donde puedo devolverlo para que me den mi dinero",Twitter for Android,0,2,,,,2019-10-14 19:22:13,68,2
491,banorte,2020-10-17 02:35:36,Alguien sabe cuanto tiempo tiene que pasar para que Banorte_mx BanorteEscucha te atienda? https://t.co/GOGOVRLc2E,Twitter for iPhone,0,0,,,,2009-12-31 06:20:25,566,674
492,banorte,2020-10-17 02:33:15,Muchos a mi al rededor si no es que todos han sacado provecho a mi persona. Voluntades cómplices combinados con intereses institucionales y particulares. Me tratan de chantajear con estupideces pero no se les va hacer. SSC FGR Banorte SEDENA SEGOB (01 de 10),Twitter for Android,0,0,,,,2020-01-29 22:49:13,511,29
493,banorte,2020-10-17 02:27:56,Soyfurrr Buenas experiencias: Banorte_mx  BBVA_Mex Regular: SantanderMx Muy malo: ContactoCitibmx,Twitter for Android,0,0,,,,2009-06-01 19:53:21,306,100
494,banorte,2020-10-17 02:26:10,SaraCanseco13 alogonzoo Está horrible Banorte 😡,Twitter for iPhone,0,0,,,,2013-07-29 00:33:28,418,272
495,banorte,2020-10-17 02:15:02,¿Qué bancos usan más los agresivos despachos de cobranza?   https://t.co/wDsBeFndQL,Hootsuite Inc.,0,0,,,,2013-04-20 21:18:41,2791,4544
496,banorte,2020-10-17 02:10:02,¿Qué bancos usan más los agresivos despachos de cobranza?   https://t.co/g26NLqaPyG,Hootsuite Inc.,0,0,,,,2013-03-08 00:33:21,8106,11314
497,banorte,2020-10-17 02:00:11,VelaDib UNO MAS DOCTOR HACIENDO DE LAS SUYAS Y LO PEOR NO SE DETIENEN ESOS DE BANORTE. https://t.co/jFzhs3Xghx,Twitter Web App,0,1,,,,2019-07-13 01:07:14,17,4
498,banorte,2020-10-17 01:58:25,"madame_21 Ese sólo es para Banorte, me dijeron.",Twitter for iPhone,0,0,,,,2012-02-08 21:45:56,450,744
